Found 1892 lines with potential untranslated hardcoded Spanish:
components\Auth\LoginComponent.jsx:42 -> Contraseña es requerida | Context: newErrors.password = uiText(i18n, "Contraseña es requerida", "Password is required");
components\Dashboard\ImplementationRoadmapTab.jsx:43 -> Por iniciar | Context: ["Piloto comercial", "3-5 expedientes y 2 otorgantes", "Por iniciar"],
components\Dashboard\ImplementationRoadmapTab.jsx:44 -> En curso | Context: ["Backend hardening", "CORS, RLS, auditoria y storage", "En curso"],
components\Dashboard\ImplementationRoadmapTab.jsx:69 -> Esta vista resume que existe hoy, que debe cerrarse antes de publicar y que se deja para el piloto. Ayuda a ordenar prioridades sin sobredimensionar el MVP. | Context: "Esta vista resume que existe hoy, que debe cerrarse antes de publicar y que se deja para el piloto. Ayuda a ordenar prioridades sin sobredimensionar el MVP.",
components\Dashboard\ImplementationRoadmapTab.jsx:105 -> En curso | Context: background: status === "Listo" ? "rgba(46,125,50,0.12)" : status === "En curso" ? "rgba(201,162,39,0.18)" : "rgba(27,58,92,0.10)",
components\Dashboard\ImplementationRoadmapTab.jsx:106 -> En curso | Context: color: status === "Listo" ? "#2E7D32" : status === "En curso" ? "#8A6A00" : COLORS.navy,
components\Dashboard\InvestorOnePagerTab.jsx:7 -> Solicitantes y entidades financieras pierden tiempo por expedientes incompletos, requisitos dispersos, baja comparabilidad documental y revisiones manuales. | Context: ["Problema", "Solicitantes y entidades financieras pierden tiempo por expedientes incompletos, requisitos dispersos, baja comparabilidad documental y revisiones manuales."],
components\Dashboard\InvestorOnePagerTab.jsx:8 -> NSD convierte solicitudes de financiamiento en expedientes institucionales con IA, data room, scoring, requerimientos y trazabilidad. | Context: ["Solucion", "NSD convierte solicitudes de financiamiento en expedientes institucionales con IA, data room, scoring, requerimientos y trazabilidad."],
components\Dashboard\InvestorOnePagerTab.jsx:9 -> Plataforma SaaS para solicitantes, otorgantes y NSD Admin: carga de proyecto, revision IA, data room, pipeline de oportunidades, mensajeria, requerimientos y auditoria. | Context: ["Producto", "Plataforma SaaS para solicitantes, otorgantes y NSD Admin: carga de proyecto, revision IA, data room, pipeline de oportunidades, mensajeria, requerimientos y auditoria."],
components\Dashboard\InvestorOnePagerTab.jsx:11 -> Modelo de negocio | Context: ["Modelo de negocio", "SaaS B2B, fee por expediente, servicios profesionales NSD IF y modulos premium como OCR, biometria, KYB, antifraude e integraciones."],
components\Dashboard\InvestorOnePagerTab.jsx:11 -> SaaS B2B, fee por expediente, servicios profesionales NSD IF y modulos premium como OCR, biometria, KYB, antifraude e integraciones. | Context: ["Modelo de negocio", "SaaS B2B, fee por expediente, servicios profesionales NSD IF y modulos premium como OCR, biometria, KYB, antifraude e integraciones."],
components\Dashboard\InvestorOnePagerTab.jsx:12 -> No es solo data room, KYC o consultoria. Es un flujo vertical que prepara al solicitante y reduce friccion para el otorgante. | Context: ["Diferenciacion", "No es solo data room, KYC o consultoria. Es un flujo vertical que prepara al solicitante y reduce friccion para el otorgante."],
components\Dashboard\InvestorOnePagerTab.jsx:13 -> Traccion buscada | Context: ["Traccion buscada", "Pilotos con entidades y aliados, 50+ expedientes piloto, primera conversion a interes institucional y primer MRR demostrable."],
components\Dashboard\InvestorOnePagerTab.jsx:13 -> Pilotos con entidades y aliados, 50+ expedientes piloto, primera conversion a interes institucional y primer MRR demostrable. | Context: ["Traccion buscada", "Pilotos con entidades y aliados, 50+ expedientes piloto, primera conversion a interes institucional y primer MRR demostrable."],
components\Dashboard\InvestorOnePagerTab.jsx:14 -> $250K - $500K pre-seed para producto, IA/integraciones, pilotos, go-to-market y base legal/operativa. | Context: ["Ask", "$250K - $500K pre-seed para producto, IA/integraciones, pilotos, go-to-market y base legal/operativa."],
components\Dashboard\InvestorOnePagerTab.jsx:19 -> Solicitante / Otorgante / NSD Admin | Context: ["Perfiles", "Solicitante / Otorgante / NSD Admin"],
components\Dashboard\InvestorOnePagerTab.jsx:21 -> USA despues de pilotos | Context: ["Expansion", "USA despues de pilotos"],
components\Dashboard\InvestorOnePagerTab.jsx:22 -> Riesgo clave | Context: ["Riesgo clave", "Regulatorio / reputacional"],
components\Dashboard\InvestorPitchTab.jsx:7 -> Pipeline simulado para bancos, SOFOMES, fintechs y fondos. | Context: ["Expedientes demo", "128", "Pipeline simulado para bancos, SOFOMES, fintechs y fondos."],
components\Dashboard\InvestorPitchTab.jsx:8 -> Reduccion estimada en ida y vuelta documental antes de comite. | Context: ["Tiempo ahorrado", "62%", "Reduccion estimada en ida y vuelta documental antes de comite."],
components\Dashboard\InvestorPitchTab.jsx:9 -> Lectura unificada de preparacion financiera, legal y documental. | Context: ["Score promedio", "84/100", "Lectura unificada de preparacion financiera, legal y documental."],
components\Dashboard\InvestorPitchTab.jsx:22 -> Suscripcion mensual por usuarios, data room, roles, auditoria y pipeline. | Context: ["SaaS entidades", "Suscripcion mensual por usuarios, data room, roles, auditoria y pipeline."],
components\Dashboard\InvestorPitchTab.jsx:23 -> Fee por expediente | Context: ["Fee por expediente", "Cobro por evaluacion, checklist, scoring, data room y requerimientos."],
components\Dashboard\InvestorPitchTab.jsx:23 -> Cobro por evaluacion, checklist, scoring, data room y requerimientos. | Context: ["Fee por expediente", "Cobro por evaluacion, checklist, scoring, data room y requerimientos."],
components\Dashboard\InvestorPitchTab.jsx:29 -> Cruza tipo de proyecto, sector, monto, jurisdiccion y perfil de otorgante. | Context: ["Matriz viva", "Cruza tipo de proyecto, sector, monto, jurisdiccion y perfil de otorgante."],
components\Dashboard\InvestorPitchTab.jsx:30 -> Score A-E y 0-100 con razonamiento, hallazgos y semaforo de riesgo. | Context: ["Scoring explicable", "Score A-E y 0-100 con razonamiento, hallazgos y semaforo de riesgo."],
components\Dashboard\InvestorPitchTab.jsx:31 -> Ordena evidencia por carpetas y permisos para revision institucional. | Context: ["Data room inteligente", "Ordena evidencia por carpetas y permisos para revision institucional."],
components\Dashboard\InvestorPitchTab.jsx:32 -> Registra cargas, revisiones, requerimientos, accesos y cambios de estado. | Context: ["Auditoria", "Registra cargas, revisiones, requerimientos, accesos y cambios de estado."],
components\Dashboard\InvestorPitchTab.jsx:38 -> Solo despues de validacion legal, privacidad y pilotos. | Context: ["Canada / UK", "Fase posterior", "Solo despues de validacion legal, privacidad y pilotos."],
components\Dashboard\InvestorQATab.jsx:10 -> Entidades que revisan expedientes, solicitantes que necesitan prepararse y NSD IF por servicios profesionales asociados. | Context: ["Quien paga?", "Entidades que revisan expedientes, solicitantes que necesitan prepararse y NSD IF por servicios profesionales asociados."],
components\Dashboard\InvestorQATab.jsx:11 -> Por que es grande? | Context: ["Por que es grande?", "Cada solicitud de credito, inversion o fondeo requiere documentos, revision, requisitos, evidencia y seguimiento. Ese trabajo hoy es lento y poco comparable."],
components\Dashboard\InvestorQATab.jsx:11 -> Cada solicitud de credito, inversion o fondeo requiere documentos, revision, requisitos, evidencia y seguimiento. Ese trabajo hoy es lento y poco comparable. | Context: ["Por que es grande?", "Cada solicitud de credito, inversion o fondeo requiere documentos, revision, requisitos, evidencia y seguimiento. Ese trabajo hoy es lento y poco comparable."],
components\Dashboard\InvestorQATab.jsx:12 -> Por que empezar en Mexico? | Context: ["Por que empezar en Mexico?", "Hay SOFOMES, fintechs, bancos, fondos y PyMEs con friccion documental; ademas permite validar producto con costos controlados antes de expandir."],
components\Dashboard\InvestorQATab.jsx:12 -> Hay SOFOMES, fintechs, bancos, fondos y PyMEs con friccion documental; ademas permite validar producto con costos controlados antes de expandir. | Context: ["Por que empezar en Mexico?", "Hay SOFOMES, fintechs, bancos, fondos y PyMEs con friccion documental; ademas permite validar producto con costos controlados antes de expandir."],
components\Dashboard\InvestorQATab.jsx:18 -> Que hace distinto NSD? | Context: ["Que hace distinto NSD?", "Une preparacion del solicitante, matriz documental, IA, data room, requerimientos, otorgantes y administracion en un flujo vertical."],
components\Dashboard\InvestorQATab.jsx:18 -> Une preparacion del solicitante, matriz documental, IA, data room, requerimientos, otorgantes y administracion en un flujo vertical. | Context: ["Que hace distinto NSD?", "Une preparacion del solicitante, matriz documental, IA, data room, requerimientos, otorgantes y administracion en un flujo vertical."],
components\Dashboard\InvestorQATab.jsx:19 -> La demo local ya muestra landing, solicitante, otorgante, NSD Admin, vista de inversion, demo guiado, ronda, traccion y moat. | Context: ["Esto ya funciona?", "La demo local ya muestra landing, solicitante, otorgante, NSD Admin, vista de inversion, demo guiado, ronda, traccion y moat."],
components\Dashboard\InvestorQATab.jsx:20 -> Que falta para producto comercial? | Context: ["Que falta para producto comercial?", "Permisos robustos, pilotos reales, integraciones premium, optimizacion visual y endurecimiento de seguridad/operacion."],
components\Dashboard\InvestorQATab.jsx:20 -> Permisos robustos, pilotos reales, integraciones premium, optimizacion visual y endurecimiento de seguridad/operacion. | Context: ["Que falta para producto comercial?", "Permisos robustos, pilotos reales, integraciones premium, optimizacion visual y endurecimiento de seguridad/operacion."],
components\Dashboard\InvestorQATab.jsx:24 -> IA y riesgo | Context: title: "IA y riesgo",
components\Dashboard\InvestorQATab.jsx:26 -> La IA aprueba creditos? | Context: ["La IA aprueba creditos?", "No. La IA ayuda a preparar, revisar y explicar evidencia; la decision final permanece en el otorgante."],
components\Dashboard\InvestorQATab.jsx:26 -> No. La IA ayuda a preparar, revisar y explicar evidencia; la decision final permanece en el otorgante. | Context: ["La IA aprueba creditos?", "No. La IA ayuda a preparar, revisar y explicar evidencia; la decision final permanece en el otorgante."],
components\Dashboard\InvestorQATab.jsx:27 -> Como se evita riesgo reputacional? | Context: ["Como se evita riesgo reputacional?", "Con disclaimers, revision humana, trazabilidad, permisos, auditoria y separando scoring preliminar de decision crediticia."],
components\Dashboard\InvestorQATab.jsx:27 -> Con disclaimers, revision humana, trazabilidad, permisos, auditoria y separando scoring preliminar de decision crediticia. | Context: ["Como se evita riesgo reputacional?", "Con disclaimers, revision humana, trazabilidad, permisos, auditoria y separando scoring preliminar de decision crediticia."],
components\Dashboard\InvestorQATab.jsx:28 -> Que hace el AI Compliance Engine? | Context: ["Que hace el AI Compliance Engine?", "Detecta faltantes, inconsistencias, vencimientos, requisitos exigibles, riesgos y siguientes acciones."],
components\Dashboard\InvestorQATab.jsx:34 -> Como monetiza? | Context: ["Como monetiza?", "SaaS B2B, fee por expediente, servicios NSD IF y modulos premium como OCR, biometria, KYB, antifraude e integraciones."],
components\Dashboard\InvestorQATab.jsx:34 -> SaaS B2B, fee por expediente, servicios NSD IF y modulos premium como OCR, biometria, KYB, antifraude e integraciones. | Context: ["Como monetiza?", "SaaS B2B, fee por expediente, servicios NSD IF y modulos premium como OCR, biometria, KYB, antifraude e integraciones."],
components\Dashboard\InvestorQATab.jsx:35 -> Como se consigue traccion? | Context: ["Como se consigue traccion?", "Pilotos con SOFOMES, fintechs, fondos, despachos financieros y empresas solicitantes usando expedientes reales controlados."],
components\Dashboard\InvestorQATab.jsx:35 -> Pilotos con SOFOMES, fintechs, fondos, despachos financieros y empresas solicitantes usando expedientes reales controlados. | Context: ["Como se consigue traccion?", "Pilotos con SOFOMES, fintechs, fondos, despachos financieros y empresas solicitantes usando expedientes reales controlados."],
components\Dashboard\InvestorQATab.jsx:36 -> Que financia la ronda? | Context: ["Que financia la ronda?", "Producto, IA/integraciones, pilotos, go-to-market y base legal/operativa para lanzar con menor riesgo."],
components\Dashboard\InvestorQATab.jsx:36 -> Producto, IA/integraciones, pilotos, go-to-market y base legal/operativa para lanzar con menor riesgo. | Context: ["Que financia la ronda?", "Producto, IA/integraciones, pilotos, go-to-market y base legal/operativa para lanzar con menor riesgo."],
components\Dashboard\InvestorQATab.jsx:42 -> NSD no compite por aprobar creditos; compite por hacer que los expedientes lleguen mejor preparados. | Context: "NSD no compite por aprobar creditos; compite por hacer que los expedientes lleguen mejor preparados.",
components\Dashboard\InvestorQATab.jsx:43 -> La oportunidad esta en estandarizar un flujo que hoy vive entre correos, PDFs, hojas de calculo y revisiones manuales. | Context: "La oportunidad esta en estandarizar un flujo que hoy vive entre correos, PDFs, hojas de calculo y revisiones manuales.",
components\Dashboard\InvestorQATab.jsx:44 -> El producto puede empezar con servicios profesionales y evolucionar hacia SaaS recurrente con datos operativos propios. | Context: "El producto puede empezar con servicios profesionales y evolucionar hacia SaaS recurrente con datos operativos propios.",
